"","Sample_Size","Binomial Mean","Binomial Variance","Poisson Mean","Poisson Variance","Normal mean","Normal variance","BivNorm1mean","BivNorm1variance","BivNorm2mean","BivNorm2Variance"
"1",10,2.4,2.51851851851852,6.4,5.23456790123457,2.94461183860414,4.30535336821334,13.2473423344644,120.750490650914,44.8231305845195,137.138562869484
"2",10,3,2.96296296296296,5.9,6.53086419753086,3.59261994945857,5.39571592718988,16.2157781505695,61.4969655273734,42.624374667079,138.726262410681
"3",10,3.6,5.23456790123457,4.9,5.2962962962963,2.05054683413755,5.08658719017091,12.5884187543688,119.035461089038,37.9037107385771,253.966013810902
"4",10,2.6,3.50617283950617,6.4,15.358024691358,4.6791418207333,7.41948622338297,16.2212860919926,89.9663430354786,45.9952596317751,230.205751679311
"5",10,3.6,4.24691358024691,4.5,7.96296296296296,4.35486296332901,5.6217919084659,14.2110970005526,148.62013605865,40.2983282581729,261.042803522449
"6",10,2.5,2.28395061728395,4.8,6.8641975308642,3.56542038804893,1.46683547263498,15.781990948453,131.572594688064,44.2666817257905,304.031476292182
"7",10,3.3,3.71604938271605,5.9,4.30864197530864,3.23203366452871,3.5686607792143,11.3239951479434,26.1490822723736,31.1866920018683,96.992807580184
"8",10,2.7,3.46913580246914,5.4,1.77777777777778,3.14248548596553,5.10679655861953,23.7270987901099,41.9412248499067,47.6916022167271,107.543315102168
"9",10,3,1.72839506172839,5.4,7.45679012345679,2.69149095578944,8.92063272063574,13.587371518726,24.2297769226457,39.8018367331786,50.0906509673124
"10",10,2.3,2.48148148148148,3.9,3.81481481481481,2.88016446790155,9.58365551221153,14.8821172435483,135.333797063326,44.855481931043,210.255789825948
"11",10,3.7,4.20987654320988,5.7,9.88888888888889,4.33558317792081,7.10484837106379,14.4662919310871,113.596814671055,42.1037982024201,274.757295615354
"12",10,3.1,4.06172839506173,5.9,8.50617283950617,3.18314943075856,7.30898888563061,17.0984857760252,35.2640843195626,46.6272649012722,62.7421528170173
"13",10,2.5,1.54320987654321,5,5.92592592592593,2.36048592068714,4.84909109489711,16.1951706840133,117.06542816626,46.4756026687671,223.132231210081
"14",10,2.2,2.41975308641975,4.7,3.46913580246914,3.17226662621189,7.59621858448536,16.3831186763199,55.1493594378181,44.3280096104091,85.4591321302584
"15",10,2.9,1.83950617283951,4.8,1.92592592592593,2.55382281183984,9.97845975456109,15.8645348429842,69.5351267717764,46.0779166721849,112.551774831504
"16",10,2.9,1.83950617283951,6.5,3.27160493827161,4.08109362762089,7.1367788242199,18.3366317565645,51.206876264124,47.8390702800994,194.885327705751
"17",10,3.2,1.67901234567901,5.5,4.75308641975309,2.75898153114901,8.96212355566282,13.0675713878184,52.5021447529358,40.0665351145682,117.536934114368
"18",10,2.6,3.01234567901235,6.8,5.1358024691358,2.83190271380388,7.88043543453356,18.6117398868518,61.14313688109,47.7592930866078,113.674591241805
"19",10,2.9,3.07407407407407,5.5,7.22222222222222,3.72037204101181,4.82508989075064,9.42057980050062,139.04783317296,35.194574955959,173.788840288187
"20",10,3.4,3.01234567901235,7.1,4.80246913580247,3.41594096697755,6.8978076183236,18.2478275132435,41.5571959999044,47.016522811677,197.326238536583
"21",10,2.2,1.4320987654321,4.7,3.46913580246914,2.69419221305237,3.42392558285176,11.7971649518166,103.089628074672,36.7587784999048,89.7977734971119
"22",10,2.6,1.03703703703704,6,8.88888888888889,3.91263676908538,6.32845225225445,17.0977547796454,54.2590381144575,41.2984221401251,62.6460799215008
"23",10,3.4,4,8.4,13.8765432098765,4.85479822275349,7.72127874157327,21.099699249067,113.307327995069,54.4325016774531,237.862511445212
"24",10,2.5,2.53086419753086,6.6,5.7283950617284,2.51425236005147,10.9101295889453,20.8775474427563,104.561994767832,48.7313729580482,230.472081166575
"25",10,2.9,1.83950617283951,4.3,2.23456790123457,2.85643514441661,9.82131176501008,19.9336918705978,55.1222221726381,45.7200634862676,105.182153257157
"26",10,3.9,2.58024691358025,7.1,9.98765432098765,4.20466165879181,4.4153559205848,16.9221592039521,56.4503702845559,41.3059813908351,75.4820105212519
"27",10,3.4,2.76543209876543,6.4,12.8888888888889,4.32213498962712,13.5527622571946,19.9938361268964,131.420359325951,43.4307161749276,245.974371698469
"28",10,2.3,1,5.7,6.4320987654321,3.50492667006349,3.22130872051237,12.5768618496428,39.5199989925722,42.2427448640991,80.2137774053458
"29",10,2.9,1.34567901234568,5,7.90123456790124,3.88414612084894,3.74284630784384,18.3747344161444,141.462170263226,47.3070962536427,284.227919665447
"30",10,3,1.48148148148148,5.2,3.90123456790124,2.93690832184788,6.0153046833448,12.3156321691751,80.5337866120811,36.4246275294115,38.885791744433
"31",10,3,0.493827160493827,5.3,3.46913580246914,2.58501810020846,15.3346334571164,17.4344730500444,86.4742818685522,46.0687738753106,81.5881238692867
"32",10,3.4,3.50617283950617,5.4,4.98765432098765,3.45644936984487,3.13291537171289,10.4941585532934,58.5127403402056,33.607099175497,311.318055906495
"33",10,2.9,2.08641975308642,5.1,4.06172839506173,3.68381420697049,4.95645999042135,16.7521564646119,87.8070014464181,41.4321499084215,110.329596425247
"34",10,2.9,2.33333333333333,5.5,9.93827160493827,2.53511688942506,2.93164210449225,17.4552944949789,145.621256398044,47.0542025523862,164.109818012223
"35",10,2.5,1.54320987654321,6.3,7.41975308641975,3.9589542168023,7.75045594816261,12.4080561763977,155.917342218248,38.2231305032563,151.176369616931
"36",10,3.9,4.30864197530864,6.1,5.04938271604938,3.646416397423,7.18061933988776,13.7552182678219,53.4027438633144,41.0329179094068,174.273648374209
"37",10,3.3,2.23456790123457,3.9,11.4691358024691,3.99240120702282,5.03490482713251,8.73657525010165,67.6152622008485,38.7880005231152,90.1272373695601
"38",10,3.1,2.58024691358025,5.6,12.641975308642,4.13389617565471,3.09478665945534,12.6160607379533,73.6222332852335,37.3306416911711,81.9797247672756
"39",10,3.2,2.41975308641975,5.2,7.60493827160494,2.97944475280859,1.81001668344494,18.1286891148002,38.3639401926133,45.4474077739611,51.4419711855423
"40",10,2.9,5.04938271604938,4.5,5,4.34510054138736,8.07212629177432,19.1160597735082,153.800553570258,47.1921773367965,239.960268207498
"41",10,2.5,1.54320987654321,5.9,2.08641975308642,2.55444653137059,6.20316740794287,15.5277600141716,67.4142407609956,41.5277896409914,162.612927435678
"42",10,2.4,2.2716049382716,6.2,5.38271604938272,4.6946207536458,5.42180340825403,17.2040251829933,111.450426194462,44.0001877470229,190.791678682324
"43",10,2.8,2.41975308641975,5.9,2.82716049382716,2.99208741774123,6.10061051516973,13.2121418125423,103.377297430754,44.8895784543552,121.622978979655
"44",10,2.9,1.34567901234568,5.5,5.74074074074074,4.08355177997689,11.2003426038494,13.7932050827739,92.1920818793009,39.7103531226347,141.127082450466
"45",10,2.9,2.82716049382716,6.3,3.71604938271605,4.9324873894215,3.74291617468937,15.8608083838194,88.3664633019791,40.9724453910858,158.630703382021
"46",10,2.2,0.938271604938272,5.9,9.49382716049383,2.79764582577534,11.6882149695914,15.5894064516483,125.961950346103,40.4295749459288,117.978330630906
"47",10,3.3,2.97530864197531,4.9,12.2098765432099,3.94049695552961,5.66488671465607,15.0329668927873,93.0192584161305,42.1828088656788,177.095983593187
"48",10,2.8,3.40740740740741,6.2,4.14814814814815,3.0535364003957,1.41568948328141,12.5572525503891,85.5041959529655,43.3627005861436,259.411703177011
"49",10,3.3,2.97530864197531,4.2,3.40740740740741,4.19036106357377,4.23513401736701,11.0961395568767,49.8590015333102,33.9386020087138,81.6433722201278
"50",10,2.8,1.92592592592593,6.5,7.46913580246914,4.14605253898166,8.30456595989561,15.4029140128173,22.437409718529,41.0808414903277,184.391966791855
"51",10,4.4,3.25925925925926,4.7,4.7037037037037,1.8025900291761,3.12297601115636,19.5549995064362,181.27604659545,44.3369482481294,305.40736523897
"52",10,3.3,2.97530864197531,5.5,8.20987654320988,2.72460987857641,6.09947209280706,16.22554920913,61.1676501331084,35.7178623691229,111.862927863376
"53",10,2.8,0.938271604938272,5.2,8.59259259259259,4.04045149688258,6.34319637189757,22.7680994561477,69.4410000847841,49.2119421738619,139.371040678997
"54",10,2.7,2.23456790123457,4.4,8.44444444444444,3.35084639321101,3.32165065211351,15.5609448681361,49.9823897085199,44.801454012021,114.762034036824
"55",10,2.5,3.02469135802469,6.3,5.44444444444444,3.68674357347705,10.3943798281234,13.1068416097476,92.2818555998314,40.5792042374823,186.945833703898
"56",10,2.5,2.77777777777778,5.9,2.82716049382716,3.8443007256652,4.34606330686953,16.213708246481,54.2348841888771,46.9855281233684,106.398416348689
"57",10,3.2,1.18518518518519,5.2,10.8148148148148,3.92691613322274,9.23014302412524,13.4720386316768,43.4006539644426,38.4584961527433,89.838165674269
"58",10,4,4.44444444444444,4.9,5.2962962962963,3.90521278911053,3.02705440758541,13.8291818700101,190.77762723379,37.9006544600458,239.858291672002
"59",10,3.1,1.83950617283951,6.2,11.8024691358025,4.48245618395551,6.11188141202542,18.0582345854517,142.492932093818,45.5202690217954,140.300844787534
"60",10,2.3,3.71604938271605,5,1.72839506172839,3.18688186411479,12.9408085259663,16.0336810260284,102.060578299218,42.888002295927,142.006594781558
"61",10,3.2,3.90123456790124,6.8,6.61728395061728,3.79316705838552,4.89163270129206,18.3517209485732,144.39228775525,43.169156546602,255.430255436861
"62",10,3.2,4.14814814814815,6.1,6.53086419753086,4.24954015278627,5.61151661262553,14.5333895393897,82.9909798357503,41.2931487836386,115.362321459187
"63",10,3.2,2.91358024691358,6,8.39506172839506,2.87476267560708,4.75082748067033,20.3347590299072,55.3837549716791,45.2768741032775,52.6205644729773
"64",10,4.1,7.02469135802469,5.4,15.1111111111111,3.45504324630088,11.1887147644762,13.6207969399087,78.5082032874035,40.0395029406845,162.826311632172
"65",10,2.6,1.53086419753086,5.5,6.48148148148148,4.44515962604738,7.26041321267127,15.8277951425437,37.0802541489433,41.1044091892117,127.128024824566
"66",10,2.2,2.41975308641975,6.2,7.11111111111111,3.12388987087519,5.68758848940226,13.975246002043,88.6022128070477,38.8726033987224,98.2299531782894
"67",10,2.6,2.02469135802469,4.7,2.97530864197531,2.14116144409967,14.7183781218477,16.0060165975194,73.0418262884667,43.272234004615,113.042634541154
"68",10,2.5,3.02469135802469,6.5,6.7283950617284,3.39706437878173,5.59611918380364,12.9287865589859,132.472378976382,41.1259219705951,68.5139386671025
"69",10,3.2,1.92592592592593,6.1,5.2962962962963,3.79070769855579,7.54950077224069,14.9692179415058,71.0624101160915,41.886870866045,152.688556379708
"70",10,2.5,2.53086419753086,5.3,7.17283950617284,3.96103003483087,5.04359447215504,13.0002550252815,114.837423572338,41.2998071174459,111.777605340832
"71",10,3,3.20987654320988,4.9,15.4197530864198,4.54619788881269,5.89866826531899,13.1586809535305,41.2403083392865,40.8612312991021,53.009271497431
"72",10,2.8,1.67901234567901,4.3,3.71604938271605,3.49244215880848,10.868167199344,16.2197066272379,132.628944740658,43.2602617857866,167.189738494107
"73",10,3.6,2.76543209876543,4.9,6.03703703703704,3.02709129964229,3.45595062176732,13.797488083339,35.2357761144414,40.9156346135941,116.179935128524
"74",10,3,3.45679012345679,6.1,2.08641975308642,2.98358623998005,12.2496786827577,18.2592346133217,67.2278580959305,42.8248698731229,176.133778162834
"75",10,2.6,2.51851851851852,4.9,7.2716049382716,3.450084924455,9.96634877066833,9.94506648505248,189.851296789095,38.1052170128419,238.995759001896
"76",10,2.9,2.58024691358025,5.8,13.5308641975309,4.58668435610208,4.66294102885933,17.3669493272422,58.8965483077538,41.5536344062831,83.9023920572211
"77",10,2.9,2.33333333333333,6,4.44444444444444,3.16818277762565,4.72670874431886,17.5981079279844,188.794040070255,40.4944985218285,257.535269399356
"78",10,3,1.48148148148148,5.7,5.93827160493827,3.80525643715098,8.22419560184683,18.3844281211518,89.01022795383,46.1961931392295,77.526626616378
"79",10,3.2,2.91358024691358,6.3,3.22222222222222,4.45266280767478,8.41217584140612,19.9398987712681,34.4645260863629,45.2545113975595,52.1285045672261
"80",10,3.6,4.49382716049383,6.8,10.8148148148148,3.40540271365745,7.57001235841378,14.4787534216815,124.009394790819,38.4231712447581,324.312389749281
"81",10,3.1,2.33333333333333,5.9,9.49382716049383,3.82492144330591,7.50859748703009,17.4806189612952,54.2443805561765,47.654066832415,86.6033962155313
"82",10,3.4,2.76543209876543,5.5,4.75308641975309,4.05703194565131,4.91049867079065,13.8579400076542,132.386993737297,37.348161681424,198.995900426084
"83",10,2.8,2.91358024691358,5.7,9.14814814814815,5.18718565006902,5.79813787579648,13.9867485948747,104.715574093478,42.3531259133252,68.1438924524104
"84",10,2.5,2.28395061728395,5.7,8.16049382716049,4.50624920652015,7.64909129072119,16.4722789340649,82.6493727901263,47.1052680141349,145.3659939609
"85",10,3.3,1.98765432098765,5.6,10.6666666666667,3.17765318149313,4.60203285392088,17.4245745229432,134.105369057482,44.2877306699681,171.702957477965
"86",10,3.5,1.54320987654321,5.8,4.88888888888889,2.89070297724325,8.71874382464055,19.5261870024106,119.743960229791,45.622930012287,28.2276477844337
"87",10,2.5,2.03703703703704,5.8,4.14814814814815,3.55128819512864,3.24804287693386,18.4749504388252,87.7847788077734,45.5066814250378,155.584854850368
"88",10,2.5,2.77777777777778,5.5,6.7283950617284,3.51306558507922,9.99097280722038,18.9581545646755,58.1153395890355,44.5429939054516,146.857195168083
"89",10,2.7,3.96296296296296,4.5,7.96296296296296,4.00718770026868,10.2424401838709,16.0221738614209,59.8832612639055,47.2062433434295,69.1644436598432
"90",10,2.7,2.23456790123457,5.6,11.1604938271605,4.45313863934902,3.77398938096168,9.61804782847975,89.9190904844754,34.8378937374496,143.654949243864
"91",10,2.8,3.90123456790124,4.4,7.45679012345679,4.29246169441878,4.01824434411341,12.4789673031484,54.6126319646296,39.4287168926075,63.3010908225376
"92",10,2.8,3.40740740740741,5.8,2.17283950617284,3.50442287817407,6.1269040014208,14.7204681131788,104.001256338584,43.3066894625638,210.334654030243
"93",10,2.9,3.5679012345679,4.8,3.40740740740741,5.00426433077191,7.08829759076051,18.5357341437482,83.1107834510528,44.1870501472196,75.9345729724988
"94",10,3.9,2.58024691358025,7.3,6.4320987654321,3.58629450304364,8.63752012838618,16.7304214257826,112.615750225992,41.7350189082863,205.785251223931
"95",10,2.6,3.25925925925926,6.1,6.53086419753086,4.87195027054347,6.6165881617397,18.6110968161425,118.689766182657,39.4674777228613,219.990413351824
"96",10,3.2,2.17283950617284,4.6,1.77777777777778,3.52728096346927,5.95151058152676,17.7996278675169,58.7000381968633,46.1997891424595,63.8692064190535
"97",10,3.8,1.92592592592593,5.8,3.40740740740741,3.00793471399202,6.03677978313325,13.5014276054454,56.6863282439124,39.4578753697564,74.2944311326226
"98",10,2.4,3.01234567901235,6,6.91358024691358,3.10598588084604,4.2063382267242,20.630474342103,100.56994725035,47.9357731221807,89.1576335464348
"99",10,2.6,2.02469135802469,5.5,9.19753086419753,2.72791114048858,6.511373813489,17.4561193106899,28.216342805926,48.017336319962,76.4469504461467
"100",10,3.6,4.24691358024691,6.9,10.2345679012346,2.75381850729706,8.59907227586964,13.4766348756849,61.9838005914203,44.634581651505,221.34388140985
"101",20,3.7,3.11357340720222,5.75,2.64542936288089,3.18037375328095,4.04496619320642,16.5625584881538,95.1256335989964,44.7661481100307,174.646644945251
"102",20,3.65,2.24653739612188,6.15,3.46537396121884,3.64483409443193,4.38913953373264,16.1458812746393,90.8773257530787,42.3575906456644,158.495701831346
"103",20,2.65,2.35734072022161,5.4,6.69252077562327,3.8891878196502,4.26402692076165,16.3710026413959,112.223671465166,43.1954980084733,187.900379785084
"104",20,2.7,3.33518005540166,5.7,3.22437673130194,3.176104449733,8.85649926756521,17.0578125959499,83.1321518821436,44.962238792622,124.968469296796
"105",20,2.65,1.69252077562327,6.1,3.86703601108033,3.63447812681985,6.08646823945171,14.7263941645491,110.259036021286,44.9989110486858,119.456435858369
"106",20,3.65,2.24653739612188,6.8,9.37396121883656,2.88328090828238,5.22991638143045,10.8881947685121,114.571444281443,42.4586075346535,161.728890708752
"107",20,2.65,3.24376731301939,5.85,3.13296398891967,3.62553192742927,8.78933849017848,16.9071630243742,73.0231686018961,41.5510207985557,147.68340868608
"108",20,3,2.77008310249307,5.6,5.69529085872576,3.79328580256338,5.06308122809172,15.7705963352283,47.1070461512897,43.105396160236,131.335782825658
"109",20,2.65,5.12742382271468,5.8,3.72299168975069,3.61426786720256,4.16302976941011,14.3714760783933,59.9879978262502,43.0215075110093,113.389733678051
"110",20,2.85,2.91135734072022,6,6.53739612188366,2.48840433960306,7.05442938312691,16.8853841468375,73.6364133203012,45.4118628109919,141.283633787313
"111",20,2.7,2.44875346260388,6.25,7.29916897506925,3.00762832187951,11.3515778506857,14.0249932140036,66.4104937635399,43.4781244276122,71.9719122778058
"112",20,3.45,3.04432132963989,6.75,3.31024930747922,3.8775770188742,6.03456564813666,15.9302402977912,181.496418397594,43.0398577114924,215.529891216871
"113",20,3,2.10526315789474,6.05,3.26592797783934,2.56476839497953,8.21377758450099,16.0147104863845,56.9775026438879,42.6233158147325,139.009510549764
"114",20,3.15,4.01939058171745,5.65,12.5512465373961,3.40628001299312,5.16221338039677,17.5196452904863,75.2348769936402,44.8390920796759,113.08087618051
"115",20,3.2,4.16620498614958,6.7,5.77285318559557,3.79823547151424,5.31490458688146,11.8639881250745,71.9217017139362,40.1180541039204,144.238382304675
"116",20,2.7,2.00554016620499,5.55,6.4792243767313,3.35969390829766,3.19519061338236,12.9183609515705,129.852408447035,40.2666739970686,226.284239815494
"117",20,2.75,1.53739612188366,6.2,4.27700831024931,3.58950724433757,2.89557032943348,14.1667446648497,92.8462756091892,42.7103937383587,130.733309623789
"118",20,2.55,2.15789473684211,5.6,4.03324099722992,4.12079889515576,5.57067877846847,16.4524678713218,80.4396330882146,41.7783583912988,132.9317674346
"119",20,3.7,2.89196675900277,6.1,4.86426592797784,4.01447484394188,7.97776060801334,16.0342365436431,98.433137619448,42.3384907225178,183.622028547439
"120",20,2.6,2.0387811634349,6.25,6.96675900277008,3.33847703834447,9.0702034460115,14.9311843460448,120.761361674135,42.3821888249075,187.156048523188
"121",20,3.05,1.82548476454294,5.2,5.05263157894737,4.31720829496905,4.50967543499305,17.5467391924859,134.063077116972,45.4641090486791,170.267419715529
"122",20,2.85,2.24653739612188,5.55,8.80609418282548,3.75072056323914,10.7057235695764,14.5577113830161,39.151371673813,39.9909333647494,85.5709924893317
"123",20,2.95,2.71191135734072,5.35,8.00831024930748,3.11615212162614,3.64400555814875,18.0781754656964,80.7599289130959,45.5607950255119,192.595458201758
"124",20,3.1,2.42659279778393,5.35,4.90581717451524,3.16633284503128,7.66193136015536,17.2678533087525,103.744121383197,46.0313747588621,181.588674960864
"125",20,2.65,2.13573407202216,5.8,3.50138504155125,3.684977373379,7.39350316964348,19.8904808430883,106.402725125132,48.8895851287773,182.927587813909
"126",20,3.25,2.31301939058172,6.1,9.18559556786704,4.07741525773336,8.16672325821243,11.0481105401924,81.0943460862496,37.7693002194577,84.4636071818064
"127",20,2.7,1.1191135734072,5.6,3.81163434903047,3.49719562975516,4.27549837891299,17.8175518124722,155.569721764894,47.5750550379216,193.879908422824
"128",20,3.45,3.70914127423823,6.75,2.53462603878116,3.22443940127841,7.22131187142381,15.5819880466525,109.571585560183,43.4174315882128,102.324374988783
"129",20,2.45,1.93628808864266,6.3,4.99722991689751,3.74190229390976,7.04587108488548,17.4423018186227,68.7869347426794,43.6368378457348,95.603576819315
"130",20,2.65,1.69252077562327,6.6,7.57894736842105,4.49424693872864,5.9763856058021,18.3646821058356,95.7084803496458,51.1526013416468,148.853406497314
"131",20,3.45,2.49030470914127,4.75,4.75069252077562,4.81589611479745,7.26053980530078,13.3117328968931,50.0363127679236,40.6994866057713,176.050202926419
"132",20,3.1,2.98060941828255,5.7,4,3.22212849330382,7.86205967393462,20.9306009114528,114.015129696587,47.8708005264017,259.871702433397
"133",20,3.05,2.49030470914127,5,4.3213296398892,3.11454275194111,3.12826604288112,16.3085744469654,62.7330910597658,42.8410571041716,69.1170007787823
"134",20,3,2.43767313019391,5.2,7.93351800554017,2.3560818332545,4.91612194426893,15.3074319923284,77.8824234914719,42.45290468343,130.190170267857
"135",20,3.15,2.35734072022161,5.4,4.47645429362881,4.16905974144756,7.62725764278645,12.8597424051014,72.440363130365,42.0926784411789,112.767068808881
"136",20,2.75,2.86703601108033,5.4,7.46814404432133,2.60033013154281,6.29827677944671,16.2147482686312,130.570252725452,44.0795736813348,126.8601525008
"137",20,2.85,2.57894736842105,5.35,5.2382271468144,4.26264543737212,3.23397561471965,18.3636165311376,93.2458900012666,44.3615693491636,152.471374517818
"138",20,2.45,2.37950138504155,5.3,3.55678670360111,3.89966842505147,7.34828408578881,14.0444323496516,119.170214929026,41.6704649868331,161.29125418238
"139",20,2.8,3.61218836565097,5.8,5.82825484764543,3.13746664700558,6.75590231540007,17.6036112543953,83.9298193068869,42.9889611070431,118.327131693183
"140",20,2.1,2.53739612188366,7.05,9.02770083102493,3.57384830741898,4.31810673893207,14.6754333828007,94.0281090646287,43.8732002430818,123.81906113409
"141",20,2.85,1.13850415512465,6.05,7.9196675900277,3.71933684487569,10.3074567295645,10.2274388554724,95.3019570429494,37.0381203083528,144.297485746869
"142",20,3.25,2.31301939058172,5.45,4.59556786703601,3.41263945391884,5.15084865229887,15.6073867368783,57.19500206039,43.0724271257852,108.322320172881
"143",20,3.45,3.48753462603878,6.1,3.75623268698061,3.65137560509111,4.35534328716211,12.0479846725191,136.663892011901,36.094530006816,207.749696551644
"144",20,3.4,2.14958448753463,5.55,5.81440443213296,3.51139271670741,6.27918144044583,18.3547983784933,134.549235178944,44.7453173111643,161.346922858925
"145",20,2.4,2.0387811634349,6.25,9.29362880886427,4.32920408851628,5.36364279197266,17.5473038193869,129.879840093603,42.7705927259029,237.106170393801
"146",20,3.55,3.04432132963989,5.15,4.57340720221607,2.67250916747399,7.27217960378391,16.3948618314179,66.6889087060405,41.6586423657646,132.20548703253
"147",20,2.7,1.78393351800554,5.35,6.01385041551247,3.90734385736283,2.69481782246016,19.0031123425095,115.262000827247,47.0774341545503,124.605575700592
"148",20,3.05,1.93628808864266,6.15,5.34903047091413,2.83720857029608,4.68419813389834,14.114684111891,187.895281874104,41.3675839123601,270.109695077416
"149",20,3,1.99445983379501,6.15,6.01385041551247,4.04990576220435,4.83996283681767,12.9544597334134,61.0408622763635,42.1229749010541,132.038942883901
"150",20,2.8,2.94736842105263,5.8,5.05263157894737,3.26801703119357,5.19596432027237,14.6196449852368,87.3340380315874,40.2773965650809,97.2696017317219
"151",20,2.3,1.56232686980609,4.8,4.05540166204986,3.23080913182678,5.82072405447448,15.0746710121312,127.035238623631,40.6426404774812,186.16990349918
